
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	18,	1,	1,	0.235039,	0.00140729,	0.23361
CSDP Color,	24,	1,	1,	3.3018,	0.00615511,	3.29556
CSDP Color,	30,	1,	1,	4.78321,	0.00866356,	4.77444
CSDP Color,	36,	1,	1,	29.5493,	0.0197175,	29.5294
CSDP Color,	42,	1,	1,	56.8575,	0.0280335,	56.829
CSDP Color,	48,	1,	1,	158.043,	0.106853,	157.936
