
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	18,	1,	1,	0.259779,	0.170076,	0.0896926
CSDP Color,	24,	1,	1,	3.7316,	0.76091,	2.97067
CSDP Color,	30,	1,	1,	2.03848,	0.93904,	1.09941
CSDP Color,	36,	1,	1,	15.0202,	11.3246,	3.69556
CSDP Color,	42,	1,	1,	14.5858,	5.37339,	9.21227
CSDP Color,	48,	1,	1,	61.0902,	25.3692,	35.7209
