
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	18,	1,	1,	0.601606,	0.00230245,	0.599269
CSDP Color,	24,	1,	1,	2.72702,	0.00577977,	2.72114
CSDP Color,	30,	1,	1,	7.42347,	0.00999161,	7.41334
CSDP Color,	36,	1,	1,	22.241,	0.0207057,	22.22
CSDP Color,	42,	1,	1,	49.3453,	0.0305316,	49.3144
CSDP Color,	48,	1,	1,	197.197,	0.112556,	197.084
