
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	20,	1,	1,	0.846373,	0.00302987,	0.843298
CSDP Color,	25,	1,	1,	1.96113,	0.00504752,	1.95601
CSDP Color,	30,	1,	1,	5.78355,	0.00957982,	5.77385
CSDP Color,	35,	1,	1,	13.4611,	0.015459,	13.4454
CSDP Color,	40,	1,	1,	33.2532,	0.0208696,	33.232
CSDP Color,	45,	1,	1,	111.625,	0.048918,	111.575
