
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	NC 1,	NC 2,	NC 3,	Test NC Rest,	Test NC Shortest Paths
Perfect,	32,	1,	1,	5.6408,	0.0409515,	8e-07,	0.000498588,	0.424433,	0.383856,	4.42977,	0.356982
Perfect,	40,	1,	1,	20.5568,	0.114427,	1e-06,	0.000967275,	1.15928,	1.08481,	17.0703,	1.11425
Perfect,	48,	1,	1,	54.8222,	0.264407,	1.5e-06,	0.00152176,	2.61475,	2.50236,	46.7321,	2.67981
Perfect,	56,	1,	1,	119.591,	0.524901,	1.2e-06,	0.00230074,	5.37268,	4.85257,	103.506,	5.28244
Perfect,	64,	1,	1,	229.518,	0.948642,	3.2e-06,	0.00323929,	9.85625,	8.94676,	200.358,	9.31322

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	32,	1,	1,	2.09385,	0.0445606,	0.802668,	0.000684588,	0.529317,	0.363961,	0.345496
Cuda Perfect,	40,	1,	1,	5.93647,	0.117767,	2.29181,	0.00132118,	1.17093,	1.13671,	1.20303
Cuda Perfect,	48,	1,	1,	13.3616,	0.271625,	5.16482,	0.00218006,	2.17049,	2.70215,	3.02068
Cuda Perfect,	56,	1,	1,	27.0638,	0.527257,	10.4407,	0.00331584,	3.46133,	5.29924,	7.28652
Cuda Perfect,	64,	1,	1,	48.0852,	0.962712,	18.8647,	0.00681828,	5.09855,	9.33204,	13.244

algorithm,	n,	result,	num_runs,	Overall
Naive,	32,	1,	1,	0.0327127
Naive,	40,	1,	1,	0.148641
Naive,	48,	1,	1,	0.87419
Naive,	56,	1,	1,	5.38952
Naive,	64,	1,	1,	77.3036
