
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	15,	1,	5,	0.170886,	0.119295,	0.0515827
CSDP Color,	16,	1,	5,	0.332806,	0.264761,	0.0680387
CSDP Color,	17,	1,	5,	1.2295,	1.04223,	0.187255
CSDP Color,	18,	1,	5,	0.387545,	0.293145,	0.0943931
CSDP Color,	19,	1,	5,	0.518811,	0.452953,	0.0658535
