
algorithm,	n,	result,	num_runs,	Overall,	Color rest,	Color CSDP
CSDP Color,	18,	1,	10,	1.51877,	0.00292991,	1.5158
CSDP Color,	24,	1,	10,	2.64559,	0.00637535,	2.63914
CSDP Color,	30,	1,	10,	12.0163,	0.0163133,	11.9998
CSDP Color,	36,	1,	10,	36.5175,	0.0344776,	36.4828
CSDP Color,	42,	1,	10,	165.302,	0.079203,	165.223
CSDP Color,	48,	1,	10,	416.776,	0.139249,	416.636
