
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	20,	1,	1,	0.0997316,	0.00332827,	0.0696668,	0.0213475,	0.00496096
Perfect,	25,	1,	1,	0.260352,	0.00869562,	0.178453,	0.0606843,	0.0118057
Perfect,	30,	1,	1,	0.566439,	0.016453,	0.384806,	0.140078,	0.0240369
Perfect,	35,	1,	1,	1.21374,	0.029958,	0.884157,	0.252488,	0.0454283
Perfect,	40,	1,	1,	2.16205,	0.0522108,	1.61176,	0.424842,	0.0709807
Perfect,	45,	1,	1,	3.69856,	0.0800585,	2.79372,	0.70719,	0.114645
Perfect,	50,	1,	1,	5.58211,	0.120855,	4.08506,	1.19321,	0.178624
Perfect,	55,	1,	1,	8.56418,	0.17663,	6.49261,	1.64873,	0.241103
Perfect,	60,	1,	1,	12.3546,	0.250333,	9.49737,	2.27017,	0.331001
Perfect,	65,	1,	1,	17.1293,	0.341965,	13.8587,	2.55529,	0.367567
Perfect,	70,	1,	1,	22.9237,	0.460012,	18.1915,	3.72995,	0.534922
Perfect,	75,	1,	1,	32.7071,	0.609018,	25.7832,	5.56543,	0.740435
Perfect,	80,	1,	1,	42.9096,	0.776082,	33.9975,	7.17779,	0.946627
Perfect,	85,	1,	1,	53.1142,	0.998845,	41.6376,	9.27024,	1.19364
Perfect,	90,	1,	1,	71.5937,	1.26564,	57.4872,	11.3884,	1.43638
Perfect,	95,	1,	1,	82.2787,	1.533,	70.3352,	9.16488,	1.23611
Perfect,	100,	1,	1,	112.873,	1.89215,	91.4163,	17.3969,	2.14799

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	20,	1,	1,	0.104276,	0.00324867,	0.0690995,	0.0195224,	0.00510175,	0.00672853
Cuda Perfect,	25,	1,	1,	0.239205,	0.00817902,	0.174211,	0.0324451,	0.0117008,	0.0119453
Cuda Perfect,	30,	1,	1,	0.491872,	0.0161185,	0.377891,	0.0509447,	0.0237491,	0.0222965
Cuda Perfect,	35,	1,	1,	1.05359,	0.0297508,	0.869009,	0.0704523,	0.045221,	0.0376784
Cuda Perfect,	40,	1,	1,	2.55349,	0.0531027,	1.65266,	0.0879139,	0.070283,	0.0553578
Cuda Perfect,	45,	1,	1,	3.14623,	0.08006,	2.75233,	0.114713,	0.110068,	0.0868747
Cuda Perfect,	50,	1,	1,	4.60975,	0.120083,	4.00431,	0.160829,	0.176146,	0.1457
Cuda Perfect,	55,	1,	1,	7.18343,	0.18331,	6.37488,	0.190153,	0.240341,	0.191728
Cuda Perfect,	60,	1,	1,	10.3358,	0.248651,	9.26928,	0.228892,	0.321378,	0.26407
Cuda Perfect,	65,	1,	1,	14.8592,	0.340869,	13.6094,	0.230032,	0.363417,	0.311877
Cuda Perfect,	70,	1,	1,	19.2062,	0.456106,	17.4632,	0.301664,	0.516379,	0.464463
Cuda Perfect,	75,	1,	1,	27.7309,	0.627668,	25.2809,	0.397047,	0.73246,	0.687655
Cuda Perfect,	80,	1,	1,	36.4906,	0.781564,	33.4405,	0.43744,	0.938059,	0.887072
Cuda Perfect,	85,	1,	1,	44.6642,	0.98881,	40.776,	0.508026,	1.17397,	1.21008
Cuda Perfect,	90,	1,	1,	60.7344,	1.24061,	55.8941,	0.590767,	1.45987,	1.541
Cuda Perfect,	95,	1,	1,	73.316,	1.52749,	68.7464,	0.464472,	1.24512,	1.32619
Cuda Perfect,	100,	1,	1,	96.4218,	1.89784,	89.1326,	0.772107,	2.13854,	2.47029

algorithm,	n,	result,	num_runs,	Overall
Naive,	20,	1,	1,	0.00165439
Naive,	25,	1,	1,	0.00456896
Naive,	30,	1,	1,	0.00858383
Naive,	35,	1,	1,	0.0160103
Naive,	40,	1,	1,	0.0395601
Naive,	45,	1,	1,	0.0442304
Naive,	50,	1,	1,	0.0680264
Naive,	55,	1,	1,	0.0999428
Naive,	60,	1,	1,	0.149445
Naive,	65,	1,	1,	0.195183
Naive,	70,	1,	1,	0.267228
Naive,	75,	1,	1,	0.363182
Naive,	80,	1,	1,	0.45243
Naive,	85,	1,	1,	0.57721
Naive,	90,	1,	1,	0.730453
Naive,	95,	1,	1,	0.907516
Naive,	100,	1,	1,	1.12399
