
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	20,	1,	9,	1.43874,	0.0283973,	0.130322,	1.12446,	0.154583
Perfect,	22,	1,	9,	3.02319,	0.0576703,	0.219204,	2.44219,	0.302312
Perfect,	24,	1,	9,	5.26613,	0.104147,	0.327554,	4.31761,	0.514605
Perfect,	26,	1,	10,	7.87897,	0.178843,	0.456188,	6.48978,	0.75139
Perfect,	28,	1,	8,	11.8338,	0.297089,	0.639503,	9.81254,	1.08124
Perfect,	30,	1,	10,	20.4339,	0.499417,	0.920877,	17.2321,	1.77602
Perfect,	32,	1,	9,	30.3509,	0.772379,	1.31906,	25.5119,	2.73246
Perfect,	34,	1,	10,	39.4702,	1.16162,	1.71093,	33.0249,	3.5556
Perfect,	36,	1,	9,	59.5779,	1.78017,	2.27965,	50.3216,	5.17279
Perfect,	38,	1,	9,	75.2226,	2.43813,	2.87443,	63.2419,	6.64038
Perfect,	40,	1,	10,	110.724,	3.47618,	3.72714,	93.9848,	9.4961
Perfect,	42,	1,	8,	141.511,	4.82393,	4.6465,	119.927,	12.0652
Perfect,	44,	1,	10,	181.81,	7.05304,	5.90543,	153.831,	14.9679

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	20,	1,	9,	0.806062,	0.0293419,	0.132278,	0.350217,	0.155889,	0.134477
Cuda Perfect,	22,	1,	9,	1.43392,	0.0598928,	0.21498,	0.54603,	0.305511,	0.232709
Cuda Perfect,	24,	1,	9,	2.01045,	0.102779,	0.327201,	0.734719,	0.518364,	0.319188
Cuda Perfect,	26,	1,	10,	2.75836,	0.18039,	0.470322,	0.904468,	0.764162,	0.428669
Cuda Perfect,	28,	1,	8,	3.71614,	0.29938,	0.645526,	1.09982,	1.09359,	0.565667
Cuda Perfect,	30,	1,	10,	5.60391,	0.503962,	0.935228,	1.50944,	1.7863,	0.851951
Cuda Perfect,	32,	1,	9,	8.00972,	0.782724,	1.34133,	1.92194,	2.76652,	1.17244
Cuda Perfect,	34,	1,	10,	10.1173,	1.1739,	1.73176,	2.1484,	3.57497,	1.46072
Cuda Perfect,	36,	1,	9,	14.1592,	1.79845,	2.29726,	2.74332,	5.18923,	2.094
Cuda Perfect,	38,	1,	9,	17.7351,	2.46417,	2.92505,	3.10099,	6.66297,	2.54215
Cuda Perfect,	40,	1,	10,	24.4304,	3.51194,	3.77008,	3.95635,	9.53334,	3.60822
Cuda Perfect,	42,	1,	8,	30.717,	4.87953,	4.70118,	4.47945,	12.0757,	4.52368
Cuda Perfect,	44,	1,	10,	38.9418,	7.13217,	6.01615,	5.10001,	15.036,	5.5886

algorithm,	n,	result,	num_runs,	Overall
Naive,	20,	1,	9,	0.00305706
Naive,	22,	1,	9,	0.00564302
Naive,	24,	1,	9,	0.0113051
Naive,	26,	1,	10,	0.016526
Naive,	28,	1,	8,	0.0332829
Naive,	30,	1,	10,	0.0570203
Naive,	32,	1,	9,	0.114617
Naive,	34,	1,	10,	0.228842
Naive,	36,	1,	9,	0.352268
Naive,	38,	1,	9,	0.869811
Naive,	40,	1,	10,	1.8339
Naive,	42,	1,	8,	3.47991
Naive,	44,	1,	10,	4.25264

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	46,	1,	8,	55.6509,	9.41333,	7.59228,	6.90602,	23.2276,	8.42134
Cuda Perfect,	48,	1,	8,	67.2827,	12.8869,	9.09358,	7.72681,	27.9648,	9.50803
Cuda Perfect,	50,	1,	7,	88.8613,	17.1656,	11.0971,	9.29933,	37.1899,	13.9859
Cuda Perfect,	52,	1,	9,	103.975,	21.6088,	13.2632,	9.98029,	43.2242,	15.7001
Cuda Perfect,	54,	1,	8,	135.601,	28.5493,	16.2492,	12.1779,	58.0057,	20.4549
Cuda Perfect,	56,	1,	10,	169.07,	36.4408,	19.5518,	14.2471,	74.0357,	24.6047

algorithm,	n,	result,	num_runs,	Overall
Naive,	46,	1,	8,	19.3551
Naive,	48,	1,	8,	24.3201
Naive,	50,	1,	7,	48.375
Naive,	52,	1,	9,	84.7214
Naive,	54,	1,	8,	198.701
Naive,	56,	1,	10,	387.238
