
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	20,	1,	1,	0.0972161,	0.00366003,	0.0678814,	0.021005,	0.0046084
Perfect,	21,	1,	1,	0.121797,	0.00443871,	0.0837612,	0.0276886,	0.00583918
Perfect,	22,	1,	1,	0.134399,	0.0048666,	0.101074,	0.0232597,	0.00513629
Perfect,	23,	1,	1,	0.175741,	0.00570139,	0.121903,	0.0401091,	0.00794564
Perfect,	24,	1,	1,	0.226998,	0.0166014,	0.153557,	0.0476015,	0.00910463
Perfect,	25,	1,	1,	0.244999,	0.00786134,	0.172486,	0.0542035,	0.0103552
Perfect,	26,	1,	1,	0.290224,	0.00935901,	0.206092,	0.0634223,	0.0112545
Perfect,	27,	1,	1,	0.34583,	0.0109531,	0.239101,	0.080838,	0.0148008
Perfect,	28,	1,	1,	0.375943,	0.0125614,	0.275856,	0.073777,	0.0136384
Perfect,	29,	1,	1,	0.473781,	0.0146603,	0.328692,	0.11064,	0.0196222
Perfect,	30,	1,	1,	0.538065,	0.0165357,	0.372584,	0.127037,	0.0216716
Perfect,	31,	1,	1,	0.647338,	0.0187487,	0.500875,	0.10563,	0.0218099
Perfect,	32,	1,	1,	0.791254,	0.0223327,	0.571042,	0.166146,	0.0310517
Perfect,	33,	1,	1,	0.917624,	0.0242762,	0.663038,	0.194082,	0.0357778
Perfect,	34,	1,	1,	1.04059,	0.0267874,	0.753833,	0.218604,	0.040868
Perfect,	35,	1,	1,	1.19743,	0.0299182,	0.856981,	0.263385,	0.0466438
Perfect,	36,	1,	1,	1.32804,	0.0333445,	0.975484,	0.271124,	0.0475662
Perfect,	37,	1,	1,	1.38979,	0.0371237,	1.08691,	0.223712,	0.0415432
Perfect,	38,	1,	1,	1.58942,	0.0414669,	1.22857,	0.270453,	0.0483926
Perfect,	39,	1,	1,	1.88819,	0.0459243,	1.3939,	0.381237,	0.0663071
Perfect,	40,	1,	1,	2.08502,	0.0507672,	1.5349,	0.428293,	0.0702582
Perfect,	41,	1,	1,	2.34515,	0.0557622,	1.7129,	0.486982,	0.0884548
Perfect,	42,	1,	1,	2.56985,	0.0609559,	1.90298,	0.519705,	0.0852579
Perfect,	43,	1,	1,	2.68113,	0.0663021,	2.10207,	0.435411,	0.0766617
Perfect,	44,	1,	1,	3.25956,	0.0740853,	2.46136,	0.623653,	0.0995505
Perfect,	45,	1,	1,	3.60982,	0.0802678,	2.71632,	0.700629,	0.11154
Perfect,	46,	1,	1,	3.74451,	0.0869322,	2.95455,	0.602645,	0.0994612
Perfect,	47,	1,	1,	4.16088,	0.108069,	3.09275,	0.828694,	0.129797
Perfect,	48,	1,	1,	4.50937,	0.107456,	3.35905,	0.902524,	0.139007
Perfect,	49,	1,	1,	4.45238,	0.111499,	3.69642,	0.548821,	0.094887
Perfect,	50,	1,	1,	5.13496,	0.12194,	4.03755,	0.840539,	0.13362
Perfect,	51,	1,	1,	6.05537,	0.130839,	4.58988,	1.15715,	0.175929
Perfect,	52,	1,	1,	6.29075,	0.141385,	5.00303,	0.993122,	0.152034
Perfect,	53,	1,	1,	6.83437,	0.151982,	5.44708,	1.06706,	0.166912
Perfect,	54,	1,	1,	6.90651,	0.174005,	5.88441,	0.723351,	0.123939
Perfect,	55,	1,	1,	8.03513,	0.176126,	6.37457,	1.28681,	0.196081

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	20,	1,	1,	0.109164,	0.00335434,	0.0746676,	0.0189198,	0.00485801,	0.00674409
Cuda Perfect,	21,	1,	1,	0.126557,	0.00404103,	0.0849019,	0.0227318,	0.00606049,	0.00821056
Cuda Perfect,	22,	1,	1,	0.141491,	0.00494992,	0.104793,	0.0187524,	0.00545489,	0.00690739
Cuda Perfect,	23,	1,	1,	0.18378,	0.0057305,	0.132431,	0.0266088,	0.00838605,	0.00987892
Cuda Perfect,	24,	1,	1,	0.814344,	0.00672958,	0.149676,	0.0286695,	0.00946923,	0.0104653
Cuda Perfect,	25,	1,	1,	0.23746,	0.00786227,	0.176144,	0.0301329,	0.0111957,	0.0113402
Cuda Perfect,	26,	1,	1,	0.276418,	0.00984833,	0.210042,	0.0309167,	0.0117782,	0.013063
Cuda Perfect,	27,	1,	1,	0.327075,	0.0107583,	0.245923,	0.037837,	0.0149297,	0.0168244
Cuda Perfect,	28,	1,	1,	0.356394,	0.0122754,	0.281608,	0.0328587,	0.0140595,	0.0147739
Cuda Perfect,	29,	1,	1,	0.42548,	0.0143532,	0.324428,	0.043792,	0.0218005,	0.020184
Cuda Perfect,	30,	1,	1,	0.485886,	0.0159314,	0.377952,	0.0459471,	0.0233074,	0.0214851
Cuda Perfect,	31,	1,	1,	0.610239,	0.0184757,	0.512137,	0.0394621,	0.0215097,	0.0176245
Cuda Perfect,	32,	1,	1,	0.71033,	0.0211921,	0.576502,	0.0531698,	0.0316411,	0.0265913
Cuda Perfect,	33,	1,	1,	0.831453,	0.0233654,	0.680207,	0.0595562,	0.036198,	0.0307969
Cuda Perfect,	34,	1,	1,	0.921211,	0.0261222,	0.75886,	0.0619354,	0.0402174,	0.0327
Cuda Perfect,	35,	1,	1,	1.06748,	0.0299023,	0.878099,	0.0723676,	0.0475944,	0.037986
Cuda Perfect,	36,	1,	1,	1.17317,	0.0337675,	0.982251,	0.0690758,	0.048926,	0.037559
Cuda Perfect,	37,	1,	1,	1.26011,	0.0369598,	1.08732,	0.0582986,	0.0425681,	0.0336009
Cuda Perfect,	38,	1,	1,	1.42183,	0.0408193,	1.22677,	0.0645388,	0.0492478,	0.0390019
Cuda Perfect,	39,	1,	1,	1.63965,	0.0459414,	1.38825,	0.0836413,	0.0664398,	0.0536078
Cuda Perfect,	40,	1,	1,	1.82251,	0.0502951,	1.54945,	0.0895916,	0.0733783,	0.0579372
Cuda Perfect,	41,	1,	1,	2.01049,	0.0553793,	1.71476,	0.0951389,	0.0806731,	0.0625512
Cuda Perfect,	42,	1,	1,	2.25238,	0.0619504,	1.92981,	0.101194,	0.0884231,	0.0688945
Cuda Perfect,	43,	1,	1,	2.3687,	0.067069,	2.08167,	0.0827554,	0.075651,	0.0599163
Cuda Perfect,	44,	1,	1,	2.84646,	0.07327,	2.47977,	0.111068,	0.101865,	0.0782898
Cuda Perfect,	45,	1,	1,	3.14393,	0.0801811,	2.74321,	0.118795,	0.112364,	0.0870936
Cuda Perfect,	46,	1,	1,	3.35171,	0.0869919,	2.98386,	0.100323,	0.100577,	0.0778398
Cuda Perfect,	47,	1,	1,	3.56926,	0.0954646,	3.11744,	0.124648,	0.128948,	0.100283
Cuda Perfect,	48,	1,	1,	3.84496,	0.104242,	3.36318,	0.133859,	0.139703,	0.101393
Cuda Perfect,	49,	1,	1,	4.07946,	0.111916,	3.70647,	0.0880986,	0.097194,	0.073965
Cuda Perfect,	50,	1,	1,	4.55784,	0.12133,	4.07465,	0.120189,	0.133872,	0.105438
