
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	20,	1,	1,	2.60722,	0.0272086,	0.151195,	2.17827,	0.247661
Perfect,	25,	1,	1,	12.2681,	0.132487,	0.439254,	10.656,	1.03655
Perfect,	30,	1,	1,	43.4636,	0.493109,	1.04312,	38.5927,	3.3253
Perfect,	35,	1,	1,	124.567,	1.58272,	2.25508,	111.474,	9.19646

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	20,	1,	1,	1.59792,	0.0270475,	0.153541,	0.471827,	0.25079,	0.183378
Cuda Perfect,	25,	1,	1,	3.346,	0.131621,	0.450501,	1.16582,	1.05133,	0.534407
Cuda Perfect,	30,	1,	1,	8.79365,	0.490302,	1.05045,	2.41799,	3.33944,	1.46959
Cuda Perfect,	35,	1,	1,	21.5004,	1.59457,	2.28761,	4.61868,	9.28279,	3.64923

algorithm,	n,	result,	num_runs,	Overall
Naive,	20,	1,	1,	0.00476071
Naive,	25,	1,	1,	0.0241749
Naive,	30,	1,	1,	0.102853
Naive,	35,	1,	1,	0.342841
