
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	16,	1,	1,	0.257014,	0.00277515,	0.0403793,	0.190342,	0.0231993
Perfect,	17,	1,	1,	0.330228,	0.00358264,	0.052925,	0.2437,	0.0294473
Perfect,	18,	1,	1,	0.456881,	0.00485031,	0.0658731,	0.344967,	0.0407029
Perfect,	19,	1,	1,	0.608067,	0.00701278,	0.0840535,	0.465173,	0.0512284
Perfect,	20,	1,	1,	0.839027,	0.00619589,	0.105576,	0.65886,	0.0670385
Perfect,	21,	1,	1,	1.00812,	0.00745377,	0.128385,	0.794332,	0.0771714
Perfect,	22,	1,	1,	1.26398,	0.0105369,	0.157644,	1.00289,	0.0920595
Perfect,	23,	1,	1,	1.49384,	0.0126647,	0.187143,	1.18849,	0.104607
Perfect,	24,	1,	1,	1.95109,	0.0141945,	0.236208,	1.56715,	0.13251
Perfect,	25,	1,	1,	2.40657,	0.0168245,	0.276083,	1.95134,	0.16111
Perfect,	26,	1,	1,	2.94957,	0.0195851,	0.317533,	2.42293,	0.188164
Perfect,	27,	1,	1,	3.53632,	0.0243029,	0.387321,	2.90751,	0.21505
Perfect,	28,	1,	1,	4.46846,	0.0277846,	0.452666,	3.72032,	0.265862
Perfect,	29,	1,	1,	5.30942,	0.0318888,	0.516356,	4.44186,	0.316965
Perfect,	30,	1,	1,	6.55953,	0.0393923,	0.626333,	5.51674,	0.374719
Perfect,	31,	1,	1,	8.14007,	0.0442103,	0.790108,	6.81494,	0.483914
Perfect,	32,	1,	1,	10.1394,	0.0526105,	0.903677,	8.59458,	0.579882
Perfect,	33,	1,	1,	11.3348,	0.0573242,	1.05519,	9.56382,	0.648765
Perfect,	34,	1,	1,	13.3105,	0.0649386,	1.16053,	11.3245,	0.751125
Perfect,	35,	1,	1,	15.3468,	0.0708741,	1.32565,	13.1008,	0.838404
Perfect,	36,	1,	1,	17.0595,	0.0813605,	1.48504,	14.5382,	0.942978
Perfect,	37,	1,	1,	18.8487,	0.0868205,	1.66865,	16.0634,	1.01744
Perfect,	38,	1,	1,	21.0234,	0.0990963,	1.86672,	17.9293,	1.11488
Perfect,	39,	1,	1,	22.6491,	0.110719,	2.08893,	19.249,	1.18501
Perfect,	40,	1,	1,	26.0681,	0.122465,	2.37979,	22.2191,	1.32829
Perfect,	41,	1,	1,	29.2485,	0.135115,	2.65169,	24.9746,	1.46957
Perfect,	42,	1,	1,	33.0078,	0.15121,	2.90532,	28.2933,	1.63715
Perfect,	43,	1,	1,	36.0399,	0.167034,	3.2229,	30.8733,	1.75833
Perfect,	44,	1,	1,	40.9928,	0.181599,	3.6601,	35.1622,	1.96535
Perfect,	45,	1,	1,	45.5048,	0.199097,	4.1191,	38.9928,	2.16705
Perfect,	46,	1,	1,	53.2537,	0.221934,	4.48631,	46.1093,	2.41118
Perfect,	47,	1,	1,	57.9941,	0.245762,	4.8295,	50.2228,	2.66295
Perfect,	48,	1,	1,	66.8159,	0.274407,	5.33047,	58.1651,	3.01167
Perfect,	49,	1,	1,	72.8313,	0.297141,	5.90537,	63.3302,	3.2632
Perfect,	50,	1,	1,	79.8141,	0.324181,	6.40563,	69.5047,	3.54249

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	16,	1,	1,	0.226064,	0.00278544,	0.0415482,	0.113164,	0.023454,	0.0434663
Cuda Perfect,	17,	1,	1,	0.268759,	0.00369843,	0.0530417,	0.130319,	0.0297467,	0.0503709
Cuda Perfect,	18,	1,	1,	0.336453,	0.00470081,	0.0665895,	0.160386,	0.040515,	0.0622311
Cuda Perfect,	19,	1,	1,	0.4058,	0.00640637,	0.0849352,	0.187398,	0.0526984,	0.0719078
Cuda Perfect,	20,	1,	1,	1.01204,	0.00620759,	0.105003,	0.225208,	0.0673971,	0.0864633
Cuda Perfect,	21,	1,	1,	0.555044,	0.00810474,	0.129351,	0.241223,	0.0793503,	0.0940499
Cuda Perfect,	22,	1,	1,	0.649796,	0.0099512,	0.15925,	0.261581,	0.0953848,	0.120375
Cuda Perfect,	23,	1,	1,	0.729811,	0.0119377,	0.193344,	0.281538,	0.107664,	0.13173
Cuda Perfect,	24,	1,	1,	0.870079,	0.0152028,	0.237536,	0.323767,	0.134051,	0.154246
Cuda Perfect,	25,	1,	1,	1.00117,	0.0189704,	0.27931,	0.358948,	0.161404,	0.178155
Cuda Perfect,	26,	1,	1,	1.14257,	0.0196288,	0.328844,	0.399084,	0.19106,	0.19926
Cuda Perfect,	27,	1,	1,	1.33312,	0.0249674,	0.386723,	0.446001,	0.218409,	0.251706
Cuda Perfect,	28,	1,	1,	1.56804,	0.027769,	0.461802,	0.511217,	0.268082,	0.292922
Cuda Perfect,	29,	1,	1,	1.77122,	0.0317754,	0.52638,	0.555214,	0.316003,	0.335447
Cuda Perfect,	30,	1,	1,	2.10758,	0.0368869,	0.624615,	0.63148,	0.382156,	0.424967
Cuda Perfect,	31,	1,	1,	2.56601,	0.0450629,	0.802147,	0.720702,	0.492257,	0.496488
Cuda Perfect,	32,	1,	1,	3.02021,	0.0557373,	0.914254,	0.831248,	0.59701,	0.611835
Cuda Perfect,	33,	1,	1,	3.32986,	0.0601752,	1.04854,	0.882671,	0.650603,	0.676752
Cuda Perfect,	34,	1,	1,	3.77838,	0.0635189,	1.17752,	0.967048,	0.745829,	0.812557
Cuda Perfect,	35,	1,	1,	4.16272,	0.0709939,	1.33538,	1.02948,	0.833815,	0.880334
Cuda Perfect,	36,	1,	1,	4.66114,	0.0784891,	1.52042,	1.09657,	0.945634,	1.00629
Cuda Perfect,	37,	1,	1,	5.05771,	0.0879582,	1.68581,	1.15051,	1.01211,	1.10728
Cuda Perfect,	38,	1,	1,	5.5583,	0.102315,	1.90034,	1.20951,	1.10503,	1.22676
Cuda Perfect,	39,	1,	1,	5.95116,	0.110806,	2.10158,	1.22451,	1.17328,	1.32566
Cuda Perfect,	40,	1,	1,	6.668,	0.126088,	2.36984,	1.32947,	1.3189,	1.50658
Cuda Perfect,	41,	1,	1,	7.36671,	0.136059,	2.62323,	1.41485,	1.45785,	1.71656
Cuda Perfect,	42,	1,	1,	8.18352,	0.154434,	2.90068,	1.54823,	1.63945,	1.92172
Cuda Perfect,	43,	1,	1,	8.87199,	0.164833,	3.19948,	1.60263,	1.76147,	2.12372
Cuda Perfect,	44,	1,	1,	10.0496,	0.188887,	3.73527,	1.73535,	1.99137,	2.37156
Cuda Perfect,	45,	1,	1,	11.0915,	0.204497,	4.12056,	1.85672,	2.18904,	2.69663
Cuda Perfect,	46,	1,	1,	12.1538,	0.220011,	4.51074,	1.97144,	2.39691,	3.02987
Cuda Perfect,	47,	1,	1,	13.4345,	0.245297,	4.89857,	2.12709,	2.68102,	3.45194
Cuda Perfect,	48,	1,	1,	14.5549,	0.275951,	5.39688,	2.3121,	3.00276,	3.53671
Cuda Perfect,	49,	1,	1,	16.2479,	0.297666,	5.93413,	2.4136,	3.24551,	4.32548
Cuda Perfect,	50,	1,	1,	17.6346,	0.321912,	6.45414,	2.5635,	3.50188,	4.75937

algorithm,	n,	result,	num_runs,	Overall
Naive,	16,	1,	1,	0.00112288
Naive,	17,	1,	1,	0.00134028
Naive,	18,	1,	1,	0.00165507
Naive,	19,	1,	1,	0.00203356
Naive,	20,	1,	1,	0.00289504
Naive,	21,	1,	1,	0.00372063
Naive,	22,	1,	1,	0.00455101
Naive,	23,	1,	1,	0.00743886
Naive,	24,	1,	1,	0.0105082
Naive,	25,	1,	1,	0.012745
Naive,	26,	1,	1,	0.0179943
Naive,	27,	1,	1,	0.0237181
Naive,	28,	1,	1,	0.0315826
Naive,	29,	1,	1,	0.0438122
Naive,	30,	1,	1,	0.0726497
Naive,	31,	1,	1,	0.0953628
Naive,	32,	1,	1,	0.140507
Naive,	33,	1,	1,	0.139647
Naive,	34,	1,	1,	0.168551
Naive,	35,	1,	1,	0.175811
Naive,	36,	1,	1,	0.252944
Naive,	37,	1,	1,	0.330074
Naive,	38,	1,	1,	0.481819
Naive,	39,	1,	1,	0.760795
Naive,	40,	1,	1,	1.06488
Naive,	41,	1,	1,	1.31698
Naive,	42,	1,	1,	1.8965
Naive,	43,	1,	1,	2.99388
Naive,	44,	1,	1,	4.70443
Naive,	45,	1,	1,	6.67878
Naive,	46,	1,	1,	8.37815
Naive,	47,	1,	1,	13.1504
Naive,	48,	1,	1,	22.4088
Naive,	49,	1,	1,	23.5798
Naive,	50,	1,	1,	27.5184
