
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Test NC Rest,	Test NC Shortest Paths
Perfect,	32,	1,	1,	5.73297,	0.0415134,	0.824161,	4.48067,	0.371999
Perfect,	40,	1,	1,	21.0451,	0.119685,	2.30516,	17.4091,	1.17318
Perfect,	48,	1,	1,	55.8287,	0.267788,	5.34156,	47.4204,	2.73373
Perfect,	56,	1,	1,	121.831,	0.530088,	10.6333,	105.194,	5.36834
Perfect,	64,	1,	1,	231.448,	0.963956,	19.2576,	201.641,	9.42141

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	GPU Test NC Copy,	Test NC Shortest Paths,	GPU Test NC work
Cuda Perfect,	32,	1,	1,	2.08733,	0.0441434,	0.800783,	0.526214,	0.362028,	0.347715
Cuda Perfect,	40,	1,	1,	5.87207,	0.115813,	2.23795,	1.16636,	1.11965,	1.21844
Cuda Perfect,	48,	1,	1,	13.2968,	0.264918,	5.14737,	2.14154,	2.67101,	3.04519
Cuda Perfect,	56,	1,	1,	27.0968,	0.523087,	10.3777,	3.46938,	5.28617,	7.39703
Cuda Perfect,	64,	1,	1,	48.345,	0.961094,	18.782,	5.19034,	9.36219,	13.4923

algorithm,	n,	result,	num_runs,	Overall
Naive,	32,	1,	1,	0.0328195
Naive,	40,	1,	1,	0.152026
Naive,	48,	1,	1,	0.881694
Naive,	56,	1,	1,	5.37777
Naive,	64,	1,	1,	77.2277
